word,font_color,con_label,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,text_2.started,Welcome.stopped,trial.started,text.started,key_resp.started,text.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,text_3.started,text_3.stopped,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
RED,blue,incongruent,b,78,2,19,b,0.4345202000113204,None,19,2,78,2,128.2458208000171,,,,,128.2355690000113,129.24598010000773,129.24598010000773,129.56147120002424,129.6956227000337,b,0.4345202000113204,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,79,3,19,r,0.5493191999848932,None,19,3,79,3,129.71147129999008,,,,,129.70031330001075,130.69510950002586,130.69510950002586,130.99428129999433,131.24538189999294,r,0.5493191999848932,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,80,0,20,b,0.6236027000122704,None,20,0,80,3,131.2603227000218,,,,,131.245948900003,132.26192970003467,132.26192970003467,132.57708770001773,132.89434460003395,b,0.6236027000122704,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,81,1,20,r,0.5295779999578372,None,20,1,81,0,132.91024850000395,,,,,132.89872240001569,133.89314699999522,133.89314699999522,134.19357250002213,134.42686910001794,r,0.5295779999578372,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,82,2,20,b,0.6032741999952123,None,20,2,82,1,134.44329710002057,,,,,134.43069020000985,135.42607919999864,135.42607919999864,135.72571470000548,136.0425597000285,b,0.6032741999952123,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,83,3,20,r,0.5326366999652237,None,20,3,83,2,136.0593399000354,,,,,136.04513500002213,137.04309340001782,137.04309340001782,137.3426271000062,137.59300290001556,r,0.5326366999652237,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,84,0,21,b,0.8050015000044368,None,21,0,84,1,137.60915650002426,,,,,137.59856780001428,138.59172979998402,138.59172979998402,138.89536480000243,139.4093027000199,b,0.8050015000044368,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,85,1,21,b,0.19278169999597594,None,21,1,85,2,139.42595499998424,,,,,139.41163420001976,140.42760490003275,140.42760490003275,,140.62499680003384,b,0.19278169999597594,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,86,2,21,r,0.31267399998614565,None,21,2,86,0,140.6411267000367,,,,,140.625777200039,141.62475130002713,141.62475130002713,141.92686639999738,141.9446312999935,r,0.31267399998614565,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,87,3,21,b,0.21674610004993156,None,21,3,87,3,141.97648469998967,,,,,141.9553704999853,142.9610405000276,142.9610405000276,,143.19156220002333,b,0.21674610004993156,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,88,0,22,r,0.47919059998821467,None,22,0,88,0,143.20798459998332,,,,,143.19658839999465,144.20767720002914,144.20767720002914,144.5063894999912,144.6908570000087,r,0.47919059998821467,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,89,1,22,b,0.3112865000148304,None,22,1,89,3,144.70704800001113,,,,,144.69525879999856,145.70608259999426,145.70608259999426,146.0057245999924,146.0227529000258,b,0.3112865000148304,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,90,2,22,r,0.1551479000481777,None,22,2,90,1,146.03962170000887,,,,,146.02347210003063,147.0230171000003,147.0230171000003,,147.19017080002232,r,0.1551479000481777,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,91,3,22,b,3.235382400045637,None,22,3,91,2,147.20565469999565,,,,,147.19509900000412,148.20533130003605,148.20533130003605,148.5051339000347,151.45506240002578,b,3.235382400045637,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,92,0,23,r,0.4573169000213966,None,23,0,92,2,151.47074110002723,,,,,151.45586610003375,152.47259429999394,152.47259429999394,152.78708780003944,152.93767910002498,r,0.4573169000213966,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,93,1,23,b,0.3659862999920733,None,23,1,93,1,152.95431950001512,,,,,152.94171320000896,153.9370734000113,153.9370734000113,154.23719250003342,154.30435809999472,b,0.3659862999920733,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,94,2,23,r,0.2910478999838233,None,23,2,94,0,154.32007570000133,,,,,154.30872319999617,155.31974649999756,155.31974649999756,155.62002969998866,155.6206601000158,r,0.2910478999838233,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,95,3,23,b,0.07858249999117106,None,23,3,95,3,155.63600150001002,,,,,155.62478700000793,156.63601230003405,156.63601230003405,,156.71966579998843,b,0.07858249999117106,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,96,0,24,r,0.08264280000003055,None,24,0,96,2,156.73629120003898,,,,,156.72351250000065,157.71932650002418,157.71932650002418,,157.80305149999913,r,0.08264280000003055,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,97,1,24,b,1.0136804999783635,None,24,1,97,3,157.81969690002734,,,,,157.80709250003565,158.81823410000652,158.81823410000652,159.1193924000254,159.83501340000657,b,1.0136804999783635,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,98,2,24,b,0.08472380001330748,None,24,2,98,1,159.85107859998243,,,,,159.83585620002123,160.83412569999928,160.83412569999928,,160.9348834999837,b,0.08472380001330748,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,99,3,24,b,0.07226069999160245,None,24,3,99,0,160.9509657000308,,,,,160.93942810001317,161.95079720002832,161.95079720002832,,162.03440609999234,b,0.07226069999160245,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,162.03457250003703,162.0508021999849,163.05021090002265,163.03374789998634,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
