word,font_color,con_label,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,text_2.started,Welcome.stopped,trial.started,text.started,key_resp.started,text.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,text_3.started,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
RED,red,congruent,r,78,2,19,b,0.57536939997226,None,19,2,78,0,120.67009119997965,,,,,120.65538249997189,121.65286979998928,121.65286979998928,121.95320749998791,122.23657319997437,b,0.57536939997226,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
BLUE,blue,congruent,b,79,3,19,r,0.34228029998485,None,19,3,79,1,122.25213979999535,,,,,122.24087280000094,123.23571689997334,123.23571689997334,123.53622259997064,123.58638359996257,r,0.34228029998485,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
RED,blue,incongruent,b,80,0,20,r,0.5944203999824822,None,20,0,80,2,123.60073609999381,,,,,123.59068659995683,124.58561779995216,124.58561779995216,124.88524819997838,125.18573049997212,r,0.5944203999824822,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
BLUE,blue,congruent,b,81,1,20,b,0.49645080004120246,None,20,1,81,1,125.20044759998564,,,,,125.19009599997662,126.18542039999738,126.18542039999738,126.49942439998267,126.68583779997425,b,0.49645080004120246,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
RED,red,congruent,r,82,2,20,r,0.8403136000270024,None,20,2,82,0,126.69951010000659,,,,,126.69026889995439,127.70101669995347,127.70101669995347,128.00080659997184,128.54960939998273,r,0.8403136000270024,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
BLUE,red,incongruent,r,83,3,20,b,0.45107150002149865,None,20,3,83,3,128.56746459996793,,,,,128.55441679997602,129.55031649995362,129.55031649995362,129.85042239999166,130.00200059998315,b,0.45107150002149865,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
RED,red,congruent,r,84,0,21,r,0.4445031000068411,None,21,0,84,0,130.01627069996903,,,,,130.00626639998518,131.01636609999696,131.01636609999696,131.31725349999033,131.46705889998702,r,0.4445031000068411,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
BLUE,red,incongruent,r,85,1,21,b,0.38418560003628954,None,21,1,85,3,131.4822431000066,,,,,131.47115419997135,132.46689769998193,132.46689769998193,132.76597720000427,132.86617709998973,b,0.38418560003628954,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
BLUE,blue,congruent,b,86,2,21,b,0.745109599956777,None,21,2,86,1,132.88289459998487,,,,,132.8673131999676,133.86683809995884,133.86683809995884,134.1821415000013,134.61665149999317,b,0.745109599956777,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
RED,blue,incongruent,b,87,3,21,r,0.5873855999670923,None,21,3,87,2,134.6307423999533,,,,,134.6212538999971,135.6317873999942,135.6317873999942,135.93103019997943,136.23195759998634,r,0.5873855999670923,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
RED,red,congruent,r,88,0,22,r,0.5632537999772467,None,22,0,88,0,136.24664059997303,,,,,136.23329459998058,137.24796179996338,137.24796179996338,137.54757479997352,137.81532429996878,r,0.5632537999772467,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
BLUE,blue,congruent,b,89,1,22,r,1.142444199998863,None,22,1,89,1,137.82974839996314,,,,,137.81982319999952,138.81321599998046,138.81321599998046,139.11368489998858,139.9636494999868,r,1.142444199998863,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
RED,blue,incongruent,b,90,2,22,r,0.9420951999491081,None,22,2,90,2,139.97869859996717,,,,,139.9686209000065,140.96294429997215,140.96294429997215,141.2630269000074,141.9131574999774,r,0.9420951999491081,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
BLUE,red,incongruent,r,91,3,22,b,0.3608877999940887,None,22,3,91,3,141.92827909998596,,,,,141.91790129995206,142.9108190999832,142.9108190999832,143.2112701999722,143.27871649997542,b,0.3608877999940887,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
RED,blue,incongruent,b,92,0,23,r,0.4394892000127584,None,23,0,92,2,143.29435869998997,,,,,143.2844506999827,144.27852829999756,144.27852829999756,144.57959719997598,144.7283833999536,r,0.4394892000127584,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
RED,red,congruent,r,93,1,23,b,0.5435341999982484,None,23,1,93,0,144.74560419999762,,,,,144.7293398999609,145.7277572999592,145.7277572999592,146.0276140999631,146.27779580000788,b,0.5435341999982484,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
BLUE,blue,congruent,b,94,2,23,b,0.29355959995882586,None,23,2,94,1,146.29389929998433,,,,,146.2821597000002,147.2784135999973,147.2784135999973,147.57747369998833,147.5783337999601,b,0.29355959995882586,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
BLUE,red,incongruent,r,95,3,23,r,0.4839231999940239,None,23,3,95,3,147.59562169999117,,,,,147.5794027999509,148.57760979997693,148.57760979997693,148.87676539999666,149.07794759998797,r,0.4839231999940239,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
RED,blue,incongruent,b,96,0,24,r,0.4239742000354454,None,24,0,96,2,149.09322119998978,,,,,149.0821533999988,150.09370689996285,150.09370689996285,150.4101233999827,150.52640729997074,r,0.4239742000354454,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
BLUE,blue,congruent,b,97,1,24,b,0.31249390001175925,None,24,1,97,1,150.54224859998794,,,,,150.53012569999555,151.5246164999553,151.5246164999553,151.8263780999696,151.84317349997582,b,0.31249390001175925,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
RED,red,congruent,r,98,2,24,r,0.41157119994750246,None,24,2,98,0,151.85833349998575,,,,,151.84798239998054,152.8424092999776,152.8424092999776,153.14230819995282,153.25999220000813,r,0.41157119994750246,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
BLUE,red,incongruent,r,99,3,24,b,0.4702219999744557,None,24,3,99,3,153.27466170000844,,,,,153.26426709996304,154.27604809997138,154.27604809997138,154.59229459997732,154.75951209996128,b,0.4702219999744557,None,,,,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,154.75976009998703,154.77748389996123,155.77526679995935,1,001,2025-08-24_12h19.11.226,Stroop Task,,2025.1.1,60.2470248455618,2025-08-24 12h19.21.483647 +0530,
